scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1, 2, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 39, 2, 0, 41, 1, 39, 2, 0, 42, 1, 39, 2, 0, 42, 1, 39, 2, 0, 42, 1, 39, 2, 0, 42, 1, 39, 2, 0, 42, 1, 40, 2, 0, 42, 1, 41, 2, 0, 43, 34, 42, 2, 0, 44,42, 42
1, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 40, 1, 38, 2, 0, 41, 1, 38, 2, 0, 41, 1, 38, 2, 0, 41, 1, 38, 2, 0, 41, 1, 39, 2, 0, 42,40, 40
8, 1, 14, 8, 0, 22, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 8, 0, 23, 1, 14, 9, 0, 23,23, 23
16, 1, 16, 5, 0, 21, 1, 16, 5, 0, 21, 1, 16, 5, 0, 22, 1, 16, 5, 0, 22, 1, 16, 5, 0, 22, 1, 16, 5, 0, 22, 1, 16, 5, 0, 22, 1, 16, 5, 0, 22, 1, 16, 5, 0, 22, 1, 17, 5, 0, 22, 1, 17, 5, 0, 22, 1, 17, 5, 0, 23,22, 22
32, 2, 29, 9, 0, 39, 2, 30, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 40, 2, 31, 9, 0, 41, 2, 31, 9, 0, 41, 2, 33, 9, 0, 42,40, 40
64, 4, 35, 13, 0, 49, 4, 36, 13, 0, 50, 4, 36, 13, 0, 50, 4, 36, 13, 0, 50, 4, 36, 13, 0, 50, 4, 36, 13, 0, 50, 4, 36, 13, 0, 50, 4, 36, 13, 0, 50, 4, 37, 13, 0, 51, 4, 38, 13, 0, 51, 4, 38, 13, 0, 52, 4, 38, 13, 0, 52,50, 50
128, 6, 46, 16, 0, 62, 6, 50, 16, 0, 67, 6, 50, 16, 0, 67, 6, 53, 16, 0, 70, 6, 53, 16, 0, 70, 6, 53, 16, 0, 70, 6, 54, 16, 0, 70, 6, 54, 16, 0, 71, 6, 54, 16, 0, 71, 6, 55, 16, 0, 72, 6, 57, 16, 0, 73, 6, 124, 16, 0, 140,70, 70
256, 13, 7, 23, 0, 30, 13, 11, 23, 0, 35, 13, 14, 23, 0, 37, 13, 18, 23, 0, 41, 13, 20, 23, 0, 44, 13, 21, 23, 0, 45, 13, 23, 23, 0, 47, 12, 25, 23, 0, 48, 13, 25, 23, 0, 49, 13, 28, 23, 0, 52, 13, 29, 23, 0, 53, 13, 127, 23, 0, 151,45, 47
512, 24, 87, 29, 0, 117, 26, 134, 29, 0, 164, 26, 138, 29, 0, 168, 26, 139, 29, 0, 169, 26, 139, 29, 0, 169, 26, 141, 29, 0, 170, 26, 141, 29, 0, 171, 26, 145, 29, 0, 175, 26, 147, 29, 0, 177, 26, 149, 29, 0, 178, 26, 151, 29, 0, 181, 26, 258, 29, 0, 287,172, 171
1024, 46, 115, 46, 0, 161, 46, 115, 46, 0, 161, 46, 147, 46, 0, 193, 46, 154, 46, 0, 201, 46, 160, 46, 0, 206, 46, 172, 46, 0, 218, 46, 173, 46, 0, 219, 46, 177, 46, 0, 223, 46, 181, 46, 0, 227, 49, 196, 46, 0, 242, 46, 206, 46, 0, 252, 51, 613, 42, 0, 655,214, 219
2048, 94, 377, 105, 0, 482, 94, 412, 105, 0, 517, 94, 419, 105, 0, 524, 106, 434, 105, 0, 539, 94, 436, 105, 0, 541, 94, 438, 105, 0, 544, 94, 459, 105, 0, 565, 94, 471, 105, 0, 576, 94, 481, 105, 0, 587, 94, 487, 105, 0, 592, 94, 491, 105, 0, 596, 90, 1129, 107, 0, 1236,558, 565
4096, 202, 189, 129, 0, 319, 202, 301, 129, 0, 431, 202, 321, 129, 0, 451, 202, 341, 129, 0, 471, 202, 363, 129, 0, 493, 202, 403, 129, 0, 533, 204, 437, 129, 0, 567, 204, 594, 130, 0, 724, 204, 622, 130, 0, 752, 204, 713, 130, 0, 844, 204, 718, 130, 0, 849, 185, 2364, 130, 0, 2495,611, 567
