scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 39, 0, 0, 39, 2, 39, 0, 0, 39, 34, 38, 1, 0, 39, 1, 39, 0, 0, 39, 1, 40, 0, 0, 40, 1, 40, 0, 0, 40, 1, 40, 0, 0, 40,39, 39
1, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38, 1, 38, 0, 0, 38,38, 38
2, 1, 4, 0, 0, 4, 1, 4, 0, 0, 4, 1, 4, 0, 0, 4, 1, 5, 0, 0, 5, 1, 5, 0, 0, 5, 1, 5, 0, 0, 5, 1, 6, 0, 0, 6, 1, 6, 0, 0, 6, 1, 6, 0, 0, 6, 1, 6, 0, 0, 6, 1, 6, 0, 0, 6, 1, 6, 0, 0, 6,5, 6
4, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 60, 0, 0, 60, 1, 61, 0, 0, 61, 1, 61, 0, 0, 61, 1, 61, 0, 0, 61, 1, 62, 0, 0, 62,60, 60
8, 4, 76, 1, 0, 78, 4, 77, 1, 0, 78, 4, 77, 1, 0, 78, 4, 77, 1, 0, 79, 4, 77, 1, 0, 79, 4, 77, 1, 0, 79, 4, 77, 1, 0, 79, 4, 77, 1, 0, 79, 4, 77, 1, 0, 79, 4, 78, 1, 0, 79, 4, 78, 1, 0, 79, 4, 78, 1, 0, 79,79, 79
16, 20, 86, 1, 0, 88, 20, 87, 1, 0, 89, 20, 87, 1, 0, 89, 20, 88, 1, 0, 89, 21, 88, 1, 0, 89, 20, 88, 1, 0, 90, 20, 88, 1, 0, 90, 20, 89, 1, 0, 90, 20, 89, 1, 0, 91, 20, 90, 1, 0, 91, 20, 110, 1, 0, 111, 20, 114, 1, 0, 115,92, 90
32, 109, 257, 2, 0, 260, 129, 262, 0, 0, 262, 129, 263, 0, 0, 263, 130, 263, 0, 0, 263, 129, 263, 0, 0, 263, 129, 264, 0, 0, 264, 129, 264, 0, 0, 264, 130, 265, 0, 0, 265, 129, 266, 0, 0, 266, 128, 269, 0, 0, 269, 130, 281, 0, 0, 281, 131, 307, 0, 0, 307,266, 264
64, 627, 1197, 0, 0, 1197, 802, 1394, 0, 0, 1394, 801, 1489, 0, 0, 1489, 805, 1490, 0, 0, 1490, 805, 1491, 0, 0, 1491, 805, 1491, 0, 0, 1491, 805, 1499, 0, 0, 1499, 805, 1501, 0, 0, 1501, 805, 1501, 0, 0, 1501, 805, 1511, 0, 0, 1511, 805, 1531, 0, 0, 1531, 805, 1541, 0, 0, 1541,1490, 1499
