scale, load 0 (ms), pre-process 0 (ms), trafo 0 (ms), save 0 (ms), total tool-specific iter0 (ms), load 1 (ms), pre-process 1 (ms), trafo 1 (ms), save 1 (ms), total tool-specific iter1 (ms), load 2 (ms), pre-process 2 (ms), trafo 2 (ms), save 2 (ms), total tool-specific iter2 (ms), load 3 (ms), pre-process 3 (ms), trafo 3 (ms), save 3 (ms), total tool-specific iter3 (ms), load 4 (ms), pre-process 4 (ms), trafo 4 (ms), save 4 (ms), total tool-specific iter4 (ms), load 5 (ms), pre-process 5 (ms), trafo 5 (ms), save 5 (ms), total tool-specific iter5 (ms), load 6 (ms), pre-process 6 (ms), trafo 6 (ms), save 6 (ms), total tool-specific iter6 (ms), load 7 (ms), pre-process 7 (ms), trafo 7 (ms), save 7 (ms), total tool-specific iter7 (ms), load 8 (ms), pre-process 8 (ms), trafo 8 (ms), save 8 (ms), total tool-specific iter8 (ms), load 9 (ms), pre-process 9 (ms), trafo 9 (ms), save 9 (ms), total tool-specific iter9 (ms), load 10 (ms), pre-process 10 (ms), trafo 10 (ms), save 10 (ms), total tool-specific iter10 (ms), load 11 (ms), pre-process 11 (ms), trafo 11 (ms), save 11 (ms), total tool-specific iter11 (ms), avg of inner 10 results (ms), median of 1st Xform, median of 2nd Xform, median of total time - 10 results (ms)
1, 225, 36, 2, 0, 38, 176, 38, 3, 0, 41, 223, 40, 2, 0, 42, 162, 42, 3, 0, 45, 161, 48, 3, 0, 51, 175, 50, 4, 0, 54, 182, 54, 3, 0, 57, 161, 57, 4, 0, 61, 165, 61, 3, 0, 64, 176, 79, 4, 0, 83, 163, 104, 5, 0, 109, 387, 927, 11, 0, 938,60, 54, 3, 57
1, 163, 29, 2, 0, 31, 149, 31, 1, 0, 32, 161, 31, 2, 0, 33, 156, 32, 2, 0, 34, 201, 32, 2, 0, 34, 157, 33, 2, 0, 35, 156, 34, 2, 0, 36, 162, 34, 2, 0, 36, 160, 35, 2, 0, 37, 157, 36, 2, 0, 38, 156, 38, 2, 0, 40, 158, 51, 2, 0, 53,35, 34, 2, 36
8, 155, 92, 3, 0, 95, 150, 94, 3, 0, 97, 168, 93, 4, 0, 97, 154, 94, 4, 0, 98, 157, 94, 4, 0, 98, 164, 95, 3, 0, 98, 159, 94, 4, 0, 98, 166, 97, 3, 0, 100, 160, 96, 5, 0, 101, 155, 98, 5, 0, 103, 168, 103, 4, 0, 107, 177, 107, 3, 0, 110,99, 95, 4, 98
16, 164, 201, 3, 0, 204, 190, 206, 3, 0, 209, 155, 208, 3, 0, 211, 156, 209, 3, 0, 212, 153, 212, 3, 0, 215, 171, 214, 3, 0, 217, 161, 215, 3, 0, 218, 158, 215, 3, 0, 218, 176, 216, 3, 0, 219, 168, 216, 3, 0, 219, 161, 224, 3, 0, 227, 160, 229, 3, 0, 232,216, 215, 3, 218
32, 174, 382, 4, 0, 386, 168, 390, 5, 0, 395, 173, 393, 4, 0, 397, 167, 395, 4, 0, 399, 176, 395, 4, 0, 399, 166, 406, 4, 0, 410, 158, 429, 5, 0, 434, 161, 436, 4, 0, 440, 165, 437, 5, 0, 442, 197, 438, 4, 0, 442, 179, 444, 6, 0, 450, 158, 466, 5, 0, 471,420, 429, 4, 434
64, 196, 1104, 5, 0, 1109, 192, 1120, 5, 0, 1125, 184, 1129, 7, 0, 1136, 205, 1130, 6, 0, 1136, 193, 1157, 6, 0, 1163, 199, 1176, 7, 0, 1183, 193, 1179, 7, 0, 1186, 173, 1182, 8, 0, 1190, 187, 1186, 6, 0, 1192, 195, 1188, 6, 0, 1194, 196, 1190, 8, 0, 1198, 196, 1231, 7, 0, 1238,1170, 1179, 7, 1186
128, 209, 3246, 8, 0, 3254, 205, 3261, 10, 0, 3271, 228, 3264, 8, 0, 3272, 210, 3267, 10, 0, 3277, 210, 3267, 11, 0, 3278, 213, 3278, 9, 0, 3287, 197, 3294, 9, 0, 3303, 207, 3293, 10, 0, 3303, 224, 3315, 8, 0, 3323, 212, 3315, 10, 0, 3325, 222, 3320, 9, 0, 3329, 203, 3326, 7, 0, 3333,3296, 3293, 10, 3303
256, 210, 4685, 16, 0, 4701, 213, 4692, 15, 0, 4707, 213, 4707, 18, 0, 4725, 217, 4710, 16, 0, 4726, 223, 4733, 13, 0, 4746, 230, 4735, 16, 0, 4751, 216, 4751, 13, 0, 4764, 206, 4803, 16, 0, 4819, 234, 4818, 18, 0, 4836, 218, 4829, 13, 0, 4842, 225, 4860, 16, 0, 4876, 232, 5352, 15, 0, 5367,4779, 4751, 16, 4764
512, 278, 12450, 28, 0, 12478, 264, 12494, 30, 0, 12524, 281, 12505, 28, 0, 12533, 283, 12505, 30, 0, 12535, 259, 12513, 32, 0, 12545, 275, 12538, 27, 0, 12565, 256, 12549, 27, 0, 12576, 276, 12555, 29, 0, 12584, 284, 12564, 28, 0, 12592, 264, 12576, 27, 0, 12603, 274, 12590, 28, 0, 12618, 274, 12695, 32, 0, 12727,12567, 12549, 28, 12576
1024, 369, 66203, 56, 0, 66259, 375, 66276, 58, 0, 66334, 388, 66308, 57, 0, 66365, 385, 66322, 56, 0, 66378, 397, 66314, 67, 0, 66381, 371, 66357, 53, 0, 66410, 370, 66392, 62, 0, 66454, 399, 66446, 60, 0, 66506, 384, 66524, 57, 0, 66581, 378, 66558, 57, 0, 66615, 391, 66971, 55, 0, 67026, 384, 66976, 56, 0, 67032,66505, 66392, 57, 66454
