scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1, 0, 10, 1, 0, 11, 0, 10, 1, 0, 11, 0, 10, 1, 0, 11, 0, 10, 1, 0, 11, 0, 10, 1, 0, 11, 0, 11, 1, 0, 12, 0, 11, 1, 0, 12, 0, 11, 1, 0, 12, 0, 11, 1, 0, 12, 0, 13, 1, 0, 14, 0, 35, 1, 0, 36, 5, 82, 2, 0, 84,14, 12
1, 0, 5, 1, 0, 6, 0, 8, 1, 0, 9, 0, 8, 1, 0, 9, 0, 9, 1, 0, 10, 0, 9, 1, 0, 10, 0, 9, 1, 0, 10, 0, 9, 1, 0, 10, 0, 9, 1, 0, 10, 0, 9, 1, 0, 10, 0, 9, 1, 0, 10, 0, 10, 1, 0, 11, 0, 39, 1, 0, 40,10, 10
2, 0, 10, 0, 0, 11, 0, 11, 0, 0, 11, 0, 13, 0, 0, 13, 0, 18, 0, 0, 19, 0, 20, 0, 0, 20, 0, 20, 0, 0, 21, 0, 22, 0, 0, 22, 0, 26, 0, 0, 26, 0, 33, 0, 0, 34, 0, 33, 0, 0, 34, 0, 34, 0, 0, 35, 0, 35, 0, 0, 36,24, 22
4, 0, 29, 0, 0, 29, 0, 29, 0, 0, 29, 0, 29, 0, 0, 29, 0, 29, 0, 0, 30, 0, 29, 0, 0, 30, 0, 29, 0, 0, 30, 0, 29, 0, 0, 30, 0, 29, 0, 0, 30, 0, 30, 0, 0, 30, 0, 31, 0, 0, 31, 0, 35, 0, 0, 36, 0, 37, 0, 0, 38,31, 30
8, 2, 79, 1, 0, 80, 3, 98, 1, 0, 99, 3, 100, 1, 0, 101, 3, 103, 1, 0, 104, 3, 105, 1, 0, 106, 3, 105, 1, 0, 106, 3, 107, 1, 0, 108, 3, 108, 1, 0, 109, 3, 112, 1, 0, 113, 3, 114, 1, 0, 115, 3, 121, 1, 0, 122, 3, 136, 1, 0, 137,108, 108
16, 13, 212, 0, 0, 212, 14, 237, 0, 0, 237, 13, 247, 0, 0, 247, 13, 253, 0, 0, 253, 13, 271, 0, 0, 271, 13, 286, 0, 0, 286, 13, 291, 0, 0, 291, 13, 306, 0, 0, 306, 13, 320, 0, 0, 320, 13, 322, 0, 0, 322, 13, 335, 0, 0, 335, 13, 338, 0, 0, 338,287, 291
32, 87, 602, 0, 0, 602, 66, 630, 0, 0, 630, 87, 690, 0, 0, 690, 66, 711, 0, 0, 711, 87, 712, 0, 0, 712, 87, 714, 0, 0, 714, 87, 716, 0, 0, 716, 66, 743, 0, 0, 743, 87, 747, 0, 0, 747, 87, 767, 0, 0, 767, 87, 789, 0, 0, 789, 87, 791, 0, 0, 791,722, 716
64, 440, 2357, 0, 0, 2357, 441, 2433, 0, 0, 2433, 440, 2534, 0, 0, 2534, 439, 2538, 0, 0, 2538, 438, 2546, 0, 0, 2546, 439, 2550, 0, 0, 2550, 442, 2557, 0, 0, 2557, 464, 2619, 0, 0, 2619, 438, 2752, 0, 0, 2752, 441, 2779, 0, 0, 2779, 441, 2800, 0, 0, 2800, 441, 2805, 0, 0, 2805,2610, 2557
