scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 5, 6, 0, 0, 6,3, 3
1, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3,3, 3
2, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7, 0, 7, 0, 0, 7,7, 7
4, 1, 4, 0, 0, 4, 1, 4, 0, 0, 4, 1, 4, 0, 0, 4, 1, 4, 0, 0, 4, 1, 4, 0, 0, 4, 1, 5, 0, 0, 5, 1, 5, 0, 0, 5, 1, 5, 0, 0, 5, 1, 6, 0, 0, 6, 1, 7, 0, 0, 7, 1, 7, 0, 0, 7, 1, 14, 0, 0, 14,5, 5
8, 4, 9, 0, 0, 9, 4, 9, 0, 0, 9, 4, 10, 0, 0, 10, 4, 12, 0, 0, 12, 4, 13, 0, 0, 13, 4, 13, 0, 0, 13, 4, 16, 0, 0, 16, 4, 16, 0, 0, 16, 4, 17, 0, 0, 17, 4, 18, 0, 0, 18, 4, 18, 0, 0, 18, 4, 19, 0, 0, 19,14, 16
16, 18, 19, 0, 0, 19, 18, 25, 0, 0, 25, 18, 27, 0, 0, 27, 18, 27, 0, 0, 27, 18, 27, 0, 0, 27, 18, 27, 0, 0, 27, 18, 27, 0, 0, 27, 18, 28, 0, 0, 28, 18, 28, 0, 0, 28, 18, 30, 0, 0, 30, 18, 31, 0, 0, 31, 18, 48, 0, 0, 48,28, 27
32, 64, 48, 0, 0, 48, 61, 77, 0, 0, 77, 61, 78, 0, 0, 78, 65, 80, 0, 0, 80, 63, 81, 0, 0, 81, 65, 82, 0, 0, 82, 63, 83, 0, 0, 83, 64, 84, 0, 0, 84, 68, 85, 0, 0, 85, 65, 85, 0, 0, 85, 68, 85, 0, 0, 85, 61, 108, 0, 0, 108,82, 83
64, 357, 180, 0, 0, 180, 524, 187, 0, 0, 187, 311, 193, 0, 0, 193, 526, 194, 0, 0, 194, 525, 194, 0, 0, 194, 532, 196, 0, 0, 196, 527, 197, 0, 0, 197, 531, 197, 0, 0, 197, 531, 197, 0, 0, 197, 530, 198, 0, 0, 198, 458, 201, 0, 0, 201, 477, 205, 0, 0, 205,195, 197
